"feature","id","pval","qval","tname"
"gene","MSTRG.5204",5.88297884629441e-07,0.00393571284817096,"FBtr0071928"
"gene","MSTRG.8904",3.97210999381059e-06,0.0132867079292964,"FBtr0081780"
"gene","MSTRG.10048",2.41084968470862e-05,0.0423012581035329,"FBtr0083330"
"gene","MSTRG.10688",2.7353786569817e-05,0.0423012581035329,"FBtr0084304"
"gene","MSTRG.12358",3.23966715372048e-05,0.0423012581035329,"FBtr0307049"
"gene","MSTRG.8905",4.90433349313868e-05,0.0423012581035329,"FBtr0339180"
"gene","MSTRG.10808",4.9065265255166e-05,0.0423012581035329,"FBtr0084456"
"gene","MSTRG.11998",6.39958962826981e-05,0.0423012581035329,"FBtr0070115"
"gene","MSTRG.9540",7.23867031291459e-05,0.0423012581035329,"FBtr0100525"
"gene","MSTRG.5752",7.44177479767849e-05,0.0423012581035329,"FBtr0072625"
"gene","MSTRG.5509",8.22172602981119e-05,0.0423012581035329,"FBtr0072303"
"gene","MSTRG.8290",8.3418356926046e-05,0.0423012581035329,"FBtr0078536"
"gene","MSTRG.10812",9.34945596247072e-05,0.0423012581035329,"FBtr0084461"
"gene","MSTRG.4914",9.87176187563499e-05,0.0423012581035329,"FBtr0086257"
"gene","MSTRG.9029",0.000100693289865728,0.0423012581035329,"FBtr0081901"
"gene","MSTRG.11299",0.00010116892819978,0.0423012581035329,"FBtr0085172"
"gene","MSTRG.4738",0.000118315179249207,0.0458432995319798,"FBtr0086625"
"gene","MSTRG.11482",0.000123345200534475,0.0458432995319798,"FBtr0085447"
"gene","MSTRG.2111",0.000143123219705887,0.0485117810670822,"FBtr0080994"
"gene","MSTRG.1416",0.000145027746089932,0.0485117810670822,"FBtr0080021"
